L,a,b,term
91.08,-14.67,29.61,C
91.08,2.95,-4.85,T
81.35,-6.82,-13.92,C
30.77,-39.23,16.6,C
71.6,-51.55,27.69,C
20.54,-27.43,4.26,C
91.08,-3.48,-5.55,T
91.08,-0.05,0.06,T
61.7,-7.92,73.21,C
30.77,-15.41,-22,C
30.77,25.75,-49.63,C
51.57,-25.02,50.55,C
41.22,-41.21,-2.07,C
61.7,-55.94,49.19,C
91.08,-9.69,-3.22,C
91.08,2.19,-4.93,T
51.57,55.76,42.05,W
71.6,-27.52,-7.11,C
91.08,4.3,10.08,T
51.57,5.02,-48.35,C
91.08,-13.22,3.82,C
91.08,-4.65,-5.34,C
51.57,-52.69,9.7,C
51.57,-51.2,-1.36,C
91.08,5.54,4.46,T
81.35,-0.24,-24.03,C
51.57,-18.37,55.88,C
81.35,-40.58,54.46,C
51.57,-27.95,-22.24,C
30.77,-3.32,26.87,C
61.7,-52.09,10.63,C
41.22,-14.67,-30.69,C
91.08,5.27,-0.1,T
71.6,-46.7,41.31,C
51.57,-38.59,-7,C
91.08,4.7,-2,T
51.57,-11.71,58.46,C
51.57,59.36,19.67,W
71.6,-5.09,-30.75,C
30.77,-39.18,2.14,C
91.08,5.43,5.64,T
91.08,-7.96,-4.41,C
30.77,-27.26,20.69,C
91.08,-11.94,-0.27,C
61.7,-4.52,-39.18,C
81.35,-19.64,-4.3,C
20.54,24.14,-14.33,C
81.35,-33.04,4.96,C
61.7,-46.97,64.65,C
20.54,7.63,-35.92,C
20.54,-16.13,-4.67,C
20.54,-27.79,7.33,C
20.54,-9.52,-13.99,C
81.35,-0.05,0.06,T
61.7,-16.81,-28.31,C
51.57,-56.86,49.22,C
41.22,-24.01,-14.24,C
30.77,7.86,-43.39,C
91.08,5.21,7.67,T
71.6,-41.95,14.43,C
81.35,-18.27,-7.01,C
71.6,-40.28,53.23,C
51.57,-11.88,-38.56,C
20.54,-26.87,1.22,C
61.7,2.64,-39.49,C
41.22,-38.39,31.53,C
61.7,-29.22,-21.27,C
30.77,52.68,34.06,W
20.54,0.11,-26.61,C
91.08,5.44,1.5,T
61.7,-51.58,26.3,C
20.54,-17.35,7.46,C
71.6,-22.32,-14.67,C
91.08,-12.29,10.56,T
30.77,46.93,-2.51,W
41.22,-33.18,41.15,C
61.7,-33.16,-16.42,C
30.77,-22.84,-15.29,C
20.54,-11.72,-12.03,C
30.77,46.08,20.6,W
41.22,-2.09,-40.81,C
51.57,59.69,1.53,W
91.08,1.28,14.41,T
81.35,-33.8,12.41,C
81.35,5.82,-13.42,T
41.22,-53.43,8.61,C
81.35,-13.22,-11.59,C
20.54,-16.46,11.28,C
51.57,40.53,69.04,N
51.57,-32.36,-17.71,C
41.22,-10.54,-39.65,C
61.7,-30.13,65.11,C
71.6,-39.21,-4.56,C
51.57,-52.87,15.46,C
20.54,-15.07,-7.11,C
71.6,-24.87,85.15,C
91.08,3.14,12.37,T
41.22,-21.08,-28.21,C
91.08,-13.24,5.48,C
81.35,-3.69,100.18,N
41.22,61.4,17.92,W
81.35,-21.19,-1.35,C
41.22,-4.87,43.26,C
71.6,-14.22,-19.9,C
91.08,3.36,-4.24,T
91.08,-12.69,1.23,C
71.6,15.62,90.72,N
30.77,-13.04,21.97,C
30.77,-25.67,-10.89,C
81.35,-10.44,-12.79,C
61.7,-51.88,5.51,C
91.08,1.12,-5.38,T
61.7,49.15,56.82,N
41.22,-53.57,23.28,C
41.22,-20.46,-17.64,C
81.35,-30.49,65.57,C
20.54,-17.18,-1.47,C
91.08,5.53,2.22,T
30.77,-39.62,10.61,C
61.7,-36.77,-10.9,C
30.77,-23.96,27.29,C
71.6,-12.05,-29.46,C
81.35,8.19,-12.62,T
30.77,-7.86,-33.8,C
96,-0.06,0.06,T
81.35,3.22,-14.27,T
71.6,-34.49,79.15,C
71.6,-41.54,5.41,C
61.7,-41.11,0.19,C
41.22,59.5,30.17,W
81.35,-38.45,34.02,C
61.7,-13.07,-37.55,C
41.22,-52.68,3.36,C
91.08,-0.37,-5.58,T
71.6,-41.85,9.77,C
41.22,61.57,8.63,W
41.22,-36.33,-13.61,C
51.57,-3.41,-48.08,C
41.22,-14.57,40.52,C
20.54,-9.22,-24.04,C
30.77,-49.93,6.94,C
51.57,-15.72,-29.08,C
41.22,-19.48,36.56,C
91.08,-1.49,-5.61,T
81.35,-16.44,-9.33,C
91.08,-16.65,44.66,C
30.77,0.29,-43.03,C
61.7,-52.22,16.26,C
71.6,-25.13,-11.03,C
51.57,-21.72,-26.63,C
81.35,-5.05,-23.28,C
41.22,-39.09,-8.33,C
71.6,-15.98,87.62,C
51.57,-40.14,52.84,C
81.35,-32.18,1.81,C
91.08,-13.13,7.63,C
71.6,-18.37,-18.07,C
51.57,-63.28,28.95,C
91.08,-10.76,13.38,C
30.77,-27.32,-6.72,C
61.7,-22.98,-25.73,C
81.35,-26.04,85.63,C
61.7,-14.02,73.17,C
91.08,-12.96,2.42,T
91.08,-10.86,-2.13,T
51.57,-51.99,4.46,C
91.08,5.04,-1.14,T
51.57,-6.4,58.71,C
30.77,-19.73,-18.89,C
20.54,-5.25,-25.49,C
81.35,-33.63,8.67,C
91.08,5.51,3.28,T
41.22,-54.08,14.27,C
41.22,7.17,-48.94,C
61.7,-21.81,70.54,C
81.35,18.52,26.72,N
51.57,-36.19,-11.99,C
91.08,4.31,-2.82,T
91.08,-6.32,-5.08,T
41.22,56.6,40.99,W
61.7,-39.17,-5.88,C
20.54,-14.85,15.25,C
30.77,-29.07,-1.92,C
81.35,-42.41,23.78,C
91.08,5.41,0.74,T
71.6,-40.91,1.15,C
71.6,0.85,-31.32,C
61.7,49.42,18.23,W
30.77,-10.88,-24.2,C
30.77,40.89,36.03,W
91.08,-14.67,29.61,C
91.08,2.95,-4.85,T
81.35,-6.82,-13.92,C
30.77,-39.23,16.6,C
71.6,-51.55,27.69,C
20.54,-27.43,4.26,C
91.08,-3.48,-5.55,T
91.08,-0.05,0.06,T
61.7,-7.92,73.21,C
41.22,51.84,-8.08,W
30.77,-15.41,-22,C
51.57,-25.02,50.55,C
41.22,-41.21,-2.07,C
61.7,-55.94,49.19,C
91.08,-9.69,-3.22,T
91.08,2.19,-4.93,T
71.6,-27.52,-7.11,C
91.08,4.3,10.08,T
51.57,5.02,-48.35,C
91.08,-13.22,3.82,C
91.08,-4.65,-5.34,T
51.57,-52.69,9.7,C
71.6,-0.04,0.05,T
51.57,-51.2,-1.36,C
91.08,5.54,4.46,T
81.35,-0.24,-24.03,C
51.57,-18.37,55.88,C
81.35,-40.58,54.46,C
51.57,-27.95,-22.24,C
61.7,-52.09,10.63,C
41.22,-14.67,-30.69,C
91.08,5.27,-0.1,T
71.6,-46.7,41.31,C
51.57,-38.59,-7,C
91.08,4.7,-2,T
51.57,-11.71,58.46,C
51.57,59.36,19.67,W
71.6,-5.09,-30.75,C
30.77,-39.18,2.14,C
91.08,5.43,5.64,T
91.08,-7.96,-4.41,T
30.77,-27.26,20.69,C
91.08,-11.94,-0.27,T
81.35,-19.64,-4.3,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
41.22,22.15,41.13,N
20.54,-27.79,7.33,N
51.57,-56.86,49.22,N
71.6,-41.95,14.43,N
71.6,-40.28,53.23,N
41.22,-38.39,31.53,N
61.7,-51.58,26.3,N
41.22,-33.18,41.15,N
81.35,-33.8,12.41,N
41.22,-9.31,43.05,N
41.22,-53.43,8.61,N
61.7,-30.13,65.11,N
51.57,-52.87,15.46,N
71.6,-24.87,85.15,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
81.35,-30.49,65.57,N
30.77,-39.62,10.61,N
71.6,-34.49,79.15,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
81.35,-38.45,34.02,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-14.57,40.52,N
30.77,-49.93,6.94,N
41.22,-19.48,36.56,N
61.7,-52.22,16.26,N
41.22,-39.09,-8.33,N
71.6,-15.98,87.62,N
51.57,-40.14,52.84,N
51.57,-63.28,28.95,N
51.57,13.12,63.99,N
30.77,-27.32,-6.72,N
81.35,-26.04,85.63,N
61.7,-14.02,73.17,N
51.57,-51.99,4.46,N
51.57,-6.4,58.71,N
81.35,-33.63,8.67,N
41.22,-0.21,42.37,N
41.22,-54.08,14.27,N
61.7,-21.81,70.54,N
30.77,-29.07,-1.92,N
81.35,-42.41,23.78,N
71.6,-40.91,1.15,N
71.6,-9.51,87.14,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
61.7,-7.92,73.21,N
51.57,-25.02,50.55,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
30.77,18.18,30.27,N
51.57,5.33,54.9,N
41.22,9.31,37.8,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
51.57,-18.37,55.88,N
81.35,-40.58,54.46,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
51.57,-11.71,58.46,N
30.77,-39.18,2.14,N
30.77,-27.26,20.69,N
41.22,17.04,45.95,N
61.7,-4.52,-39.18,N
81.35,-19.64,-4.3,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
81.35,-10.94,87.9,N
61.7,-16.81,-28.31,N
51.57,-56.86,49.22,N
41.22,-24.01,-14.24,N
30.77,7.86,-43.39,N
71.6,-41.95,14.43,N
81.35,-18.27,-7.01,N
71.6,-40.28,53.23,N
51.57,-11.88,-38.56,N
61.7,2.64,-39.49,N
41.22,-38.39,31.53,N
61.7,-29.22,-21.27,N
20.54,0.11,-26.61,N
61.7,-51.58,26.3,N
71.6,-22.32,-14.67,N
91.08,-12.29,10.56,N
41.22,-33.18,41.15,N
61.7,-33.16,-16.42,N
30.77,-22.84,-15.29,N
41.22,-2.09,-40.81,N
81.35,-33.8,12.41,N
41.22,-9.31,43.05,N
41.22,-53.43,8.61,N
81.35,-13.22,-11.59,N
51.57,-32.36,-17.71,N
41.22,-10.54,-39.65,N
61.7,-30.13,65.11,N
71.6,-39.21,-4.56,N
51.57,-52.87,15.46,N
71.6,-24.87,85.15,N
41.22,-21.08,-28.21,N
91.08,-13.24,5.48,N
41.22,61.4,17.92,N
81.35,-21.19,-1.35,N
41.22,-4.87,43.26,N
71.6,-14.22,-19.9,N
91.08,-12.69,1.23,N
41.22,20.81,-48.05,N
30.77,-13.04,21.97,N
30.77,-25.67,-10.89,N
81.35,-10.44,-12.79,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
41.22,-20.46,-17.64,N
71.6,32.41,7.97,N
30.77,-39.62,10.61,N
61.7,-36.77,-10.9,N
30.77,-23.96,27.29,N
71.6,-12.05,-29.46,N
30.77,-7.86,-33.8,N
71.6,-34.49,79.15,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
81.35,-38.45,34.02,N
61.7,-13.07,-37.55,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-36.33,-13.61,N
51.57,-3.41,-48.08,N
41.22,-14.57,40.52,N
30.77,-49.93,6.94,N
51.57,-15.72,-29.08,N
41.22,-19.48,36.56,N
81.35,-16.44,-9.33,N
30.77,0.29,-43.03,N
61.7,-52.22,16.26,N
71.6,-25.13,-11.03,N
51.57,-21.72,-26.63,N
41.22,-39.09,-8.33,N
51.57,-40.14,52.84,N
81.35,-32.18,1.81,N
91.08,-13.13,7.63,N
71.6,-18.37,-18.07,N
51.57,-63.28,28.95,N
30.77,-27.32,-6.72,N
61.7,-22.98,-25.73,N
30.77,-10.05,24.97,N
61.7,-14.02,73.17,N
91.08,-12.96,2.42,N
91.08,-10.86,-2.13,N
51.57,-51.99,4.46,N
51.57,-6.4,58.71,N
30.77,-19.73,-18.89,N
20.54,-5.25,-25.49,N
81.35,-33.63,8.67,N
41.22,-0.21,42.37,N
41.22,-54.08,14.27,N
41.22,7.17,-48.94,N
61.7,-21.81,70.54,N
51.57,-36.19,-11.99,N
91.08,-6.32,-5.08,N
61.7,-39.17,-5.88,N
30.77,-29.07,-1.92,N
81.35,-42.41,23.78,N
71.6,-40.91,1.15,N
71.6,0.85,-31.32,N
30.77,-10.88,-24.2,N
91.08,-14.67,29.61,N
81.35,-6.82,-13.92,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
61.7,-7.92,73.21,N
30.77,-15.41,-22,N
51.57,-25.02,50.55,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
71.6,-27.52,-7.11,N
51.57,5.02,-48.35,N
91.08,-13.22,3.82,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
51.57,-18.37,55.88,N
81.35,-40.58,54.46,N
51.57,-27.95,-22.24,N
61.7,-52.09,10.63,N
41.22,-14.67,-30.69,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
51.57,-11.71,58.46,N
71.6,-5.09,-30.75,N
30.77,-39.18,2.14,N
91.08,-7.96,-4.41,N
30.77,-27.26,20.69,N
91.08,-11.94,-0.27,N
61.7,-4.52,-39.18,N
81.35,-33.04,4.96,N
20.54,7.63,-35.92,N
20.54,-27.79,7.33,N
20.54,-9.52,-13.99,N
51.57,-56.86,49.22,N
30.77,-0.15,26.58,N
41.22,-24.01,-14.24,N
71.6,-41.95,14.43,N
81.35,-18.27,-7.01,N
51.57,-11.88,-38.56,N
61.7,2.64,-39.49,N
61.7,-29.22,-21.27,N
61.7,-51.58,26.3,N
20.54,-17.35,7.46,N
71.6,-22.32,-14.67,N
81.35,9.68,-11.26,N
61.7,15.28,-29.05,N
81.35,-33.8,12.41,N
41.22,-53.43,8.61,N
30.77,36.9,-32.14,N
41.22,-10.54,-39.65,N
30.77,28.36,-39.75,N
71.6,6.06,-22.71,N
71.6,-14.22,-19.9,N
91.08,3.36,-4.24,N
41.22,20.81,-48.05,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
41.22,-20.46,-17.64,N
30.77,-23.96,27.29,N
81.35,3.22,-14.27,N
20.54,23.12,-31.33,N
71.6,-41.85,9.77,N
61.7,-52.22,16.26,N
41.22,33.08,-30.5,N
41.22,-39.09,-8.33,N
51.57,-63.28,28.95,N
61.7,-22.98,-25.73,N
71.6,10.25,-21.6,N
51.57,14.19,-39.14,N
41.22,29.49,-34.06,N
61.7,-39.17,-5.88,N
30.77,-39.23,16.6,N
30.77,-15.41,-22,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
30.77,-27.26,20.69,N
81.35,-19.64,-4.3,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
20.54,-27.79,7.33,N
51.57,-56.86,49.22,N
71.6,-41.95,14.43,N
81.35,-18.27,-7.01,N
71.6,-40.28,53.23,N
20.54,-26.87,1.22,N
41.22,-38.39,31.53,N
61.7,-51.58,26.3,N
41.22,-33.18,41.15,N
30.77,-22.84,-15.29,N
81.35,-33.8,12.41,N
41.22,-9.31,43.05,N
41.22,-53.43,8.61,N
20.54,-16.46,11.28,N
61.7,-30.13,65.11,N
71.6,-39.21,-4.56,N
51.57,-52.87,15.46,N
20.54,-15.07,-7.11,N
91.08,-13.24,5.48,N
81.35,-21.19,-1.35,N
41.22,-4.87,43.26,N
91.08,-12.69,1.23,N
30.77,-13.04,21.97,N
30.77,-25.67,-10.89,N
81.35,-10.44,-12.79,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
81.35,-30.49,65.57,N
30.77,-39.62,10.61,N
61.7,-36.77,-10.9,N
30.77,-23.96,27.29,N
71.6,-34.49,79.15,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
81.35,-38.45,34.02,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-14.57,40.52,N
30.77,-49.93,6.94,N
20.54,-13.39,-9.92,N
41.22,-19.48,36.56,N
81.35,-16.44,-9.33,N
91.08,-16.65,44.66,N
61.7,-52.22,16.26,N
71.6,-25.13,-11.03,N
41.22,-39.09,-8.33,N
51.57,-40.14,52.84,N
81.35,-32.18,1.81,N
51.57,-63.28,28.95,N
30.77,-27.32,-6.72,N
81.35,-26.04,85.63,N
61.7,-14.02,73.17,N
51.57,-51.99,4.46,N
30.77,-19.73,-18.89,N
81.35,-33.63,8.67,N
41.22,-54.08,14.27,N
61.7,-21.81,70.54,N
51.57,-36.19,-11.99,N
61.7,-39.17,-5.88,N
20.54,-14.85,15.25,N
30.77,-29.07,-1.92,N
81.35,-42.41,23.78,N
71.6,-40.91,1.15,N
91.08,-14.67,29.61,N
81.35,-6.82,-13.92,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
20.54,-27.43,4.26,N
61.7,-7.92,73.21,N
51.57,-25.02,50.55,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
71.6,-27.52,-7.11,N
91.08,-13.22,3.82,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
51.57,-18.37,55.88,N
81.35,-40.58,54.46,N
51.57,-27.95,-22.24,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
51.57,-11.71,58.46,N
30.77,-39.18,2.14,N
30.77,-27.26,20.69,N
81.35,-19.64,-4.3,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
20.54,-16.13,-4.67,N
20.54,-27.79,7.33,N
51.57,-56.86,49.22,N
41.22,-24.01,-14.24,N
71.6,-41.95,14.43,N
71.6,-40.28,53.23,N
20.54,-26.87,1.22,N
41.22,-38.39,31.53,N
61.7,-51.58,26.3,N
20.54,-17.35,7.46,N
41.22,-33.18,41.15,N
30.77,-22.84,-15.29,N
20.54,-11.72,-12.03,N
81.35,-33.8,12.41,N
41.22,-9.31,43.05,N
41.22,-53.43,8.61,N
20.54,-16.46,11.28,N
51.57,-32.36,-17.71,N
61.7,-30.13,65.11,N
71.6,-39.21,-4.56,N
51.57,-52.87,15.46,N
20.54,-15.07,-7.11,N
71.6,-24.87,85.15,N
41.22,-4.87,43.26,N
30.77,-13.04,21.97,N
30.77,-25.67,-10.89,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
81.35,-30.49,65.57,N
20.54,-17.18,-1.47,N
30.77,-39.62,10.61,N
61.7,-36.77,-10.9,N
30.77,-23.96,27.29,N
71.6,-34.49,79.15,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
81.35,-38.45,34.02,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-36.33,-13.61,N
41.22,-14.57,40.52,N
30.77,-49.93,6.94,N
20.54,-13.39,-9.92,N
41.22,-19.48,36.56,N
61.7,-52.22,16.26,N
41.22,-39.09,-8.33,N
51.57,-40.14,52.84,N
81.35,-32.18,1.81,N
51.57,-63.28,28.95,N
30.77,-27.32,-6.72,N
81.35,-26.04,85.63,N
30.77,-10.05,24.97,N
61.7,-14.02,73.17,N
51.57,-51.99,4.46,N
81.35,-33.63,8.67,N
41.22,-54.08,14.27,N
61.7,-21.81,70.54,N
61.7,-39.17,-5.88,N
20.54,-14.85,15.25,N
30.77,-29.07,-1.92,N
81.35,-42.41,23.78,N
71.6,-40.91,1.15,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
20.54,-27.43,4.26,N
61.7,-7.92,73.21,N
51.57,-25.02,50.55,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
91.08,-13.22,3.82,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
51.57,-18.37,55.88,N
81.35,-40.58,54.46,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
51.57,-11.71,58.46,N
30.77,-39.18,2.14,N
30.77,-27.26,20.69,N
61.7,-4.52,-39.18,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
20.54,7.63,-35.92,N
20.54,-16.13,-4.67,N
20.54,-27.79,7.33,N
20.54,-9.52,-13.99,N
61.7,-16.81,-28.31,N
71.6,-41.95,14.43,N
71.6,-40.28,53.23,N
20.54,-26.87,1.22,N
61.7,2.64,-39.49,N
41.22,-38.39,31.53,N
61.7,-29.22,-21.27,N
41.22,-33.18,41.15,N
30.77,-22.84,-15.29,N
20.54,-11.72,-12.03,N
41.22,-2.09,-40.81,N
41.22,-53.43,8.61,N
81.35,-13.22,-11.59,N
51.57,-32.36,-17.71,N
41.22,-10.54,-39.65,N
71.6,-39.21,-4.56,N
51.57,-52.87,15.46,N
41.22,-21.08,-28.21,N
71.6,-14.22,-19.9,N
81.35,-10.44,-12.79,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
41.22,-20.46,-17.64,N
30.77,-39.62,10.61,N
61.7,-36.77,-10.9,N
30.77,-23.96,27.29,N
71.6,-12.05,-29.46,N
30.77,-7.86,-33.8,N
71.6,-34.49,79.15,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
81.35,-38.45,34.02,N
61.7,-13.07,-37.55,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-36.33,-13.61,N
51.57,-3.41,-48.08,N
20.54,-9.22,-24.04,N
30.77,-49.93,6.94,N
51.57,-15.72,-29.08,N
20.54,-13.39,-9.92,N
81.35,-16.44,-9.33,N
30.77,0.29,-43.03,N
61.7,-52.22,16.26,N
71.6,-25.13,-11.03,N
51.57,-21.72,-26.63,N
41.22,-39.09,-8.33,N
51.57,-40.14,52.84,N
81.35,-32.18,1.81,N
71.6,-18.37,-18.07,N
51.57,-63.28,28.95,N
30.77,-27.32,-6.72,N
61.7,-22.98,-25.73,N
91.08,-12.96,2.42,N
51.57,14.19,-39.14,N
91.08,-10.86,-2.13,N
51.57,-51.99,4.46,N
30.77,-19.73,-18.89,N
81.35,-33.63,8.67,N
41.22,-54.08,14.27,N
41.22,7.17,-48.94,N
51.57,-36.19,-11.99,N
61.7,-39.17,-5.88,N
30.77,-29.07,-1.92,N
20.54,26.82,-27.84,N
71.6,-40.91,1.15,N
71.6,0.85,-31.32,N
30.77,-10.88,-24.2,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
20.54,-27.43,4.26,N
30.77,-15.41,-22,N
30.77,25.75,-49.63,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
71.6,-27.52,-7.11,N
51.57,5.02,-48.35,N
91.08,-13.22,3.82,N
91.08,-4.65,-5.34,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
81.35,-40.58,54.46,N
51.57,-27.95,-22.24,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
71.6,-5.09,-30.75,N
30.77,-39.18,2.14,N
30.77,-27.26,20.69,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
20.54,-16.13,-4.67,N
20.54,-27.79,7.33,N
51.57,-56.86,49.22,N
71.6,-41.95,14.43,N
71.6,-40.28,53.23,N
20.54,-26.87,1.22,N
41.22,-38.39,31.53,N
61.7,-51.58,26.3,N
20.54,-17.35,7.46,N
41.22,-33.18,41.15,N
30.77,-22.84,-15.29,N
81.35,-33.8,12.41,N
41.22,-9.31,43.05,N
41.22,-53.43,8.61,N
20.54,-16.46,11.28,N
61.7,-30.13,65.11,N
71.6,-39.21,-4.56,N
51.57,-52.87,15.46,N
20.54,-15.07,-7.11,N
71.6,-24.87,85.15,N
30.77,-13.04,21.97,N
30.77,-25.67,-10.89,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
81.35,-30.49,65.57,N
20.54,-17.18,-1.47,N
30.77,-39.62,10.61,N
30.77,-23.96,27.29,N
71.6,-34.49,79.15,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
81.35,-38.45,34.02,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-14.57,40.52,N
30.77,-49.93,6.94,N
20.54,-13.39,-9.92,N
41.22,-19.48,36.56,N
61.7,-52.22,16.26,N
41.22,-39.09,-8.33,N
71.6,-15.98,87.62,N
51.57,-40.14,52.84,N
51.57,-63.28,28.95,N
30.77,-27.32,-6.72,N
81.35,-26.04,85.63,N
30.77,-10.05,24.97,N
61.7,-14.02,73.17,N
51.57,-51.99,4.46,N
51.57,-6.4,58.71,N
81.35,-33.63,8.67,N
41.22,-54.08,14.27,N
61.7,-21.81,70.54,N
51.57,-36.19,-11.99,N
20.54,-14.85,15.25,N
30.77,-29.07,-1.92,N
81.35,-42.41,23.78,N
71.6,-40.91,1.15,N
30.77,-10.88,-24.2,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
20.54,-27.43,4.26,N
51.57,-25.02,50.55,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
51.57,-18.37,55.88,N
81.35,-40.58,54.46,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
51.57,-11.71,58.46,N
30.77,-39.18,2.14,N
30.77,-27.26,20.69,N
81.35,-19.64,-4.3,N
81.35,-33.04,4.96,N
61.7,-46.97,64.65,N
20.54,-16.13,-4.67,N
20.54,-27.79,7.33,N
51.57,-56.86,49.22,N
41.22,-24.01,-14.24,N
71.6,-41.95,14.43,N
71.6,-40.28,53.23,N
20.54,-26.87,1.22,N
61.7,2.64,-39.49,N
41.22,-38.39,31.53,N
61.7,-51.58,26.3,N
20.54,-17.35,7.46,N
71.6,-22.32,-14.67,N
41.22,-33.18,41.15,N
30.77,-22.84,-15.29,N
81.35,-33.8,12.41,N
41.22,-53.43,8.61,N
20.54,-16.46,11.28,N
61.7,-30.13,65.11,N
71.6,-39.21,-4.56,N
51.57,-52.87,15.46,N
81.35,-21.19,-1.35,N
30.77,-13.04,21.97,N
30.77,-25.67,-10.89,N
61.7,-51.88,5.51,N
41.22,-53.57,23.28,N
20.54,-17.18,-1.47,N
30.77,-6.44,26.57,N
30.77,-39.62,10.61,N
61.7,-36.77,-10.9,N
30.77,-23.96,27.29,N
71.6,-41.54,5.41,N
61.7,-41.11,0.19,N
41.22,-52.68,3.36,N
71.6,-41.85,9.77,N
41.22,-36.33,-13.61,N
41.22,-14.57,40.52,N
30.77,-49.93,6.94,N
41.22,-19.48,36.56,N
61.7,-52.22,16.26,N
41.22,4.42,40.43,N
71.6,-25.13,-11.03,N
41.22,-39.09,-8.33,N
51.57,-40.14,52.84,N
51.57,-63.28,28.95,N
30.77,-27.32,-6.72,N
30.77,-10.05,24.97,N
51.57,-51.99,4.46,N
30.77,-19.73,-18.89,N
81.35,-33.63,8.67,N
41.22,-54.08,14.27,N
51.57,-36.19,-11.99,N
61.7,-39.17,-5.88,N
20.54,-14.85,15.25,N
30.77,-29.07,-1.92,N
81.35,-42.41,23.78,N
71.6,-40.91,1.15,N
30.77,-39.23,16.6,N
71.6,-51.55,27.69,N
20.54,-27.43,4.26,N
51.57,-25.02,50.55,N
41.22,-41.21,-2.07,N
61.7,-55.94,49.19,N
71.6,-27.52,-7.11,N
51.57,-52.69,9.7,N
51.57,-51.2,-1.36,N
51.57,-18.37,55.88,N
81.35,-40.58,54.46,N
61.7,-52.09,10.63,N
71.6,-46.7,41.31,N
51.57,-38.59,-7,N
30.77,-39.18,2.14,N
30.77,-27.26,20.69,N
61.7,-4.52,-39.18,N
61.7,-46.97,64.65,N
20.54,7.63,-35.92,N
20.54,-16.13,-4.67,N
20.54,-27.79,7.33,N
20.54,-9.52,-13.99,N
61.7,-16.81,-28.31,N
51.57,-56.86,49.22,NI
41.22,-24.01,-14.24,N
71.6,-41.95,14.43,N
81.35,-18.27,-7.01,N
71.6,-40.28,53.23,N
51.57,-11.88,-38.56,NI
41.22,-38.39,31.53,N
61.7,-29.22,-21.27,NI
61.7,-51.58,26.3,N
41.22,-33.18,41.15,N
61.7,-33.16,-16.42,NI
